,Unnamed: 0,cast_id,character,credit_id,gender,id,name,order,profile_path,movies,appearance,budget_array
13572,13572,41,Imam,5498996cc3a3681ce9000357,2,1231662,Tutte Lemkow,23,,"[85, 665, 9626, 10911, 11686, 14811, 43915, 1594, 1937, 62143, 11573, 92798, 104334, 70903]",14,"[18000000, 15000000, 17900000, 6000000, 3000000, 9000000, 0, 0, 0, 0, 0, 0, 0, 0]"
13591,13591,9,Mrs. Ida Lowry,52fe4213c3a36847f8001e97,1,381,Katherine Helmond,2,/m7o1IEKIabcTWz5Qr4yUEoCNHDE.jpg,"[68, 1878, 5854, 36819, 49365, 10780, 17599, 920, 49013, 72140, 24477, 126706, 103635, 60825, 260514, 107753]",16,"[15000000, 18500000, 2000000, 5000000, 0, 1880006, 15000000, 120000000, 200000000, 0, 0, 0, 0, 0, 175000000, 0]"
13594,13594,31,Spiro,52fe4213c3a36847f8001ef5,0,22171,Bryan Pringle,17,/z4mTyXKpKvR8Ek1VawFKCncTWud.jpg,"[68, 947, 2923, 24103, 27362, 11834, 37230, 42997, 119324, 42689, 75350, 31515, 18560]",13,"[15000000, 15000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13595,13595,52,Charlie--Dept. of Works,588579bfc3a3684d7000168d,2,117555,Nigel Planer,18,/uAmUbKmCVa233CEUcJQenyvknBe.jpg,"[68, 47168, 11609, 15271, 13541, 11910, 6309, 150117, 19725, 205749, 359870]",11,"[15000000, 12, 0, 0, 0, 9364800, 0, 0, 0, 0, 0]"
13598,13598,27,Lieutenant S. Gorman,52fe4269c3a36847f801c9d7,0,10207,William Hope,7,/c8ItCgPO3nujp4Etx8Hy0MzOpfM.jpg,"[679, 9064, 7451, 24624, 6473, 14145, 13251, 14180, 10528, 35379, 1771, 65760, 62213, 47369, 209091, 45568, 348191, 256476]",18,"[18500000, 3000000, 70000000, 15000000, 0, 4300000, 10000000, 15000000, 90000000, 4000000, 140000000, 0, 150000000, 0, 0, 0, 0, 0]"
13601,13601,32,Private D. Spunkmeyer,52fe4269c3a36847f801c9eb,2,10210,Daniel Kash,13,/v8xa3aFbdk0t7RXpXiLlXI7QepH.jpg,"[679, 10877, 10771, 30973, 921, 16205, 45324, 10356, 44244, 132232, 224950, 67669, 13755, 302528, 417004]",15,"[18500000, 50000000, 0, 10000000, 88000000, 0, 12500000, 0, 0, 15000000, 0, 0, 0, 0, 0]"
13614,13614,9,Alcoholic Union Captain,52fe4242c3a36847f80105e3,0,5813,Aldo Giuffrè,3,/aBp4PnfO43mTgCGg0pjmfhHrfdZ.jpg,"[429, 42801, 65048, 102524, 101231, 89651, 45099, 82066, 67377, 5839, 58070, 60061, 107081, 182843, 260883, 64961, 57996]",17,"[1200000, 0, 800000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13615,13615,10,Father Pablo Ramirez,52fe4242c3a36847f80105e7,2,5814,Luigi Pistilli,4,/85bLFJaFDEF2Ae1KhXWycwCRogG.jpg,"[429, 5486, 938, 9028, 49397, 42358, 40022, 69872, 45138, 23076, 16825, 64628, 90944, 99449, 198772, 260857, 64577, 246457, 104360, 24971, 260883, 80441]",22,"[1200000, 0, 600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13617,13617,12,Sheriff,52fe4242c3a36847f80105ef,2,5816,John Bartha,6,/6wqlakZTLHovTAqGvMwIUiPrQD8.jpg,"[429, 936, 49361, 18568, 11039, 58061, 40474, 52916, 72032, 27409, 129847, 112503, 145379]",13,"[1200000, 0, 0, 0, 0, 0, 0, 0, 245000, 0, 0, 0, 0]"
13625,13625,29,Member of Angel Eyes' Gange,52fe4242c3a36847f8010645,0,4661,Benito Stefanelli,14,/5c5ek7iXeJMdx1bEM2mw195zmPD.jpg,"[429, 391, 938, 31278, 9474, 11513, 10915, 56373, 47090, 61925, 52914, 28532, 96106, 90720, 61237, 28678, 95838, 112570, 27551]",19,"[1200000, 200000, 600000, 0, 0, 0, 0, 0, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13626,13626,30,Stevens,52fe4242c3a36847f8010649,0,103529,Antonio Casas,15,/9GUuWQ8c7DGsguHSMhqGGkVnfPC.jpg,"[429, 35838, 72083, 95410, 95410, 102949, 63260, 56431, 103678, 281238, 29338]",11,"[1200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13627,13627,31,Member of Angel Eyes' Gang,52fe4242c3a36847f801064d,2,49895,Aldo Sambrell,16,/doSGQEp3BDSCDmbX8hlaTOoqXST.jpg,"[429, 335, 907, 10975, 938, 17897, 494, 35838, 45211, 37308, 6474, 87906, 72447, 37316, 65674, 129579, 90720, 86472, 104638, 79683, 134223, 22376, 222517, 59871, 42326, 149691, 83831]",27,"[1200000, 5000000, 11000000, 0, 600000, 0, 2142000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13632,13632,36,Cpl. Wallace,52fe4242c3a36847f8010661,2,16318,Mario Brega,21,/k07gKWh5tQZurRKaw7K6ph7k9ae.jpg,"[429, 311, 391, 938, 9028, 49397, 9474, 10915, 37767, 41897, 37775, 37768, 23273, 73832, 5519, 156145, 112601, 59156, 99916, 73827, 61799, 76575, 74197]",23,"[1200000, 30000000, 200000, 600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13634,13634,48,1st Sombrero Onlooker at Tuco's 1st Hanging (uncredited),55fee6b29251412aad00044d,0,144612,Fortunato Arena,23,/jaRWglJgcBhhYOFo5skWvl8822U.jpg,"[429, 9028, 92312, 11144, 30648, 11612, 41897, 143747, 75086, 105120, 2192, 156145, 64577, 91060, 88947, 129847, 38362, 98025]",18,"[1200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13637,13637,51,Bounty Hunter #2 (uncredited),55fee720c3a368132c003c8e,2,72888,Frank Braña,26,/w78vc1pJn9w8FbTIsKL4szYZzUW.jpg,"[429, 391, 938, 47886, 45211, 61943, 28440, 41608, 96106, 83124, 28450, 28482, 64624, 129627, 48242, 141010, 28452, 28445]",18,"[1200000, 200000, 600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13641,13641,55,Member of Angel Eye's Gang (uncredited),55fee7b792514152b1003d8d,0,102121,Romano Puppo,30,/k2ExalQ56vsy6mjNMvGEFyMVnFb.jpg,"[429, 28605, 49397, 56373, 44126, 18568, 87906, 23807, 22396, 11144, 46445, 12758, 40383, 96132, 67219, 52916, 256356, 75086, 67883, 154397, 43648, 52106, 38315, 30459, 152787, 63229, 90092, 93708, 39979, 68863, 64739, 69152, 39340]",33,"[1200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13646,13646,60,Sergeant at Confederate Fort (uncredited),55fee9649251411bd20005e8,0,32830,Víctor Israel,35,/8PXsO9wKgvyKuXiesMoZNLHjfoj.jpg,"[429, 907, 32613, 21380, 102949, 11612, 63512, 38165, 90015, 22376, 131815, 64624, 101553]",13,"[1200000, 11000000, 300000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13651,13651,3,Montague Withnail (Uncle Monty),52fe45699251416c7505584d,2,10983,Richard Griffiths,2,/hUHiJYtXgGgYt7UkHA7YgEiGNYC.jpg,"[13446, 783, 8536, 2668, 58048, 35292, 37137, 7093, 671, 672, 25566, 26639, 57565, 8289, 11002, 6472, 10804, 34151, 673, 26108, 7453, 8618, 13771, 675, 10202, 20497, 12444, 1865, 44826, 27190, 58760, 58646, 38622, 26803]",34,"[0, 22000000, 54000000, 100000000, 17000000, 0, 23000000, 35000000, 125000000, 100000000, 0, 0, 0, 0, 0, 20000000, 0, 0, 130000000, 0, 50000000, 4000000, 0, 150000000, 80000000, 0, 250000000, 380000000, 170000000, 0, 6000000, 0, 0, 0]"
13652,13652,4,The Poacher,52fe45699251416c75055851,2,1821,Michael Elphick,3,/wK3Msy7Sqo4K9xWoPENnp1pxJRY.jpg,"[13446, 1955, 10373, 83562, 39859, 8289, 11583, 9063, 21344, 22033, 42605, 41153, 259912, 78329]",14,"[0, 5000000, 0, 0, 0, 0, 6000000, 0, 0, 500000, 0, 0, 0, 0]"
13653,13653,9,Irishman,5837408c925141319e0155b9,2,144863,Daragh O'Malley,6,/xHokRLUxBBKiDgzfyuJedC6nyKf.jpg,"[13446, 14807, 75136, 75137, 75138, 69787, 75634, 74405, 75133, 75134, 75140, 75142, 75143, 108794, 68954, 70133]",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13660,13660,30,Juror 3,52fe423dc3a36847f800ec8d,2,5248,Lee J. Cobb,3,/535dOk8eUI97esLMunIXdG58jUu.jpg,"[389, 654, 9552, 26170, 18118, 24130, 23728, 1941, 43516, 28285, 28290, 11897, 50474, 42500, 26038, 43471, 14674, 43529, 63618, 30025, 20025, 18926, 43138, 44534, 33729, 25633, 112705, 72313, 84834, 241568, 95556, 42472, 129974, 121234, 43453, 74417, 36463, 19335, 106622, 106623, 196847, 127092, 127092, 70324, 58658, 43456, 38751]",47,"[350000, 910000, 8000000, 0, 7000000, 0, 0, 4000000, 0, 0, 0, 15000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13661,13661,36,Juror 5,52fe423dc3a36847f800eca5,2,5250,Jack Klugman,5,/7OvZnRbj3DHxieaQpS0ZK5CITiP.jpg,"[389, 32488, 42604, 86168, 42636, 6883, 185291, 4926, 31937, 41553, 197864, 29924]",12,"[350000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13662,13662,31,Juror 10,52fe423dc3a36847f800ec91,2,39816,Ed Begley,9,/lnIapJ9Qwb2p2ijwXFvQtrE923w.jpg,"[389, 4929, 42797, 21635, 26983, 42688, 33632, 88288, 4889, 65891, 31152, 76211, 18926, 86782, 4934, 104083, 36814, 56168, 111390, 36331, 36334, 80890, 210940, 32929, 84352, 61095]",26,"[350000, 1800000, 0, 0, 0, 1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13663,13663,39,Juror 11,52fe423dc3a36847f800ecb1,2,5254,George Voskovec,10,/5whdVXSJTKgwztARJsspJdDufgm.jpg,"[389, 16633, 141489, 31665, 41461, 23724, 13580, 26690, 61430, 207681, 462788, 95012, 30299, 269981]",14,"[350000, 5100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13668,13668,21,General Lord Edmund Allenby,52fe4291c3a36847f8028fad,2,10018,Jack Hawkins,3,/lqyKg1O0YTdrZ3gzogfqBNECv0f.jpg,"[947, 826, 665, 14433, 131313, 33157, 16914, 39209, 11387, 38646, 28498, 21631, 21335, 46096, 42564, 66775, 44398, 43882, 64158, 64158, 46724, 38792, 38654, 248469, 42468, 65489, 52857, 259183, 65651, 119482, 175822, 118236, 41312]",33,"[15000000, 3000000, 15000000, 3500000, 0, 25000000, 0, 1455000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13669,13669,22,Sherif Ali,52fe4291c3a36847f8028fb1,0,5004,Omar Sharif,4,/hxIYYhSRMzRtn0zXMzlit4vOtUk.jpg,"[947, 907, 1911, 18118, 16085, 39282, 26179, 8764, 29805, 12268, 337, 2023, 63888, 42525, 166607, 15005, 42700, 7840, 17277, 34184, 151232, 4868, 112054, 51175, 61411, 68659, 60543, 199456, 38165, 107028, 17669, 32577, 214099, 119482, 3013, 96767, 101185, 35165, 57666, 189888, 47616, 377196, 151227, 26787, 52960]",45,"[15000000, 11000000, 160000000, 7000000, 14000000, 0, 0, 9000000, 0, 6000000, 0, 100000000, 0, 0, 0, 20000000, 0, 105000000, 19000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10000000, 0, 0, 0, 0, 0, 28000000, 0]"
13670,13670,24,Colonel Brighton,52fe4291c3a36847f8028fb9,2,14371,Anthony Quayle,6,/au2nJAa5detncsuS7il5z7StaUh.jpg,"[947, 23383, 22527, 10911, 18118, 11624, 11372, 34374, 24782, 16284, 22522, 42997, 36583, 8677, 17591, 17277, 106849, 106851, 43205, 46158, 82598, 119687, 56978, 119482, 89242, 52960]",26,"[15000000, 750000, 1200000, 6000000, 7000000, 2000000, 0, 0, 0, 0, 0, 0, 115, 0, 0, 19000000, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0]"
13671,13671,25,Turkish Bey,52fe4291c3a36847f8028fbd,0,12515,José Ferrer,7,/4AeQKvJXTSFrjNtSKm2BFWVHdCr.jpg,"[947, 841, 2428, 19267, 53426, 19133, 46878, 8288, 30080, 10178, 43443, 10910, 4201, 18196, 22998, 43386, 18846, 29106, 44140, 58790, 65114, 52364, 55538, 121354, 176216, 1849, 269070, 42693, 26703, 63505, 106729, 54000]",32,"[15000000, 40000000, 20000000, 0, 0, 0, 0, 0, 0, 2000000, 0, 1500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6727000]"
13672,13672,26,Jackson Bentley,52fe4291c3a36847f8028fc1,0,11128,Arthur Kennedy,8,/k8ew7ZMRadQeDyteqt7ZicSySub.jpg,"[947, 18264, 2161, 22013, 35284, 24248, 5921, 38732, 18904, 27725, 43236, 18196, 41355, 750, 25627, 38724, 25918, 17382, 31148, 18612, 32684, 40630, 18926, 43370, 15807, 55236, 28894, 114083, 109258, 68443, 183825, 4992, 27105, 96477, 140849, 73065, 37126, 241754, 128588, 27036, 52808, 259075, 175386, 78546, 33923]",45,"[15000000, 0, 5115000, 3000000, 0, 0, 0, 0, 0, 455000, 0, 0, 0, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13673,13673,27,General Sir Archibald Murray,52fe4291c3a36847f8028fc5,2,14372,Donald Wolfit,9,/3lPf8aoBVgWoQc7NhSf8eQ1a5Tg.jpg,"[947, 43103, 42193, 15421, 106020, 52639, 153652, 176216, 80633, 106017, 31984]",11,"[15000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13679,13679,42,Medical Officer,5713c4f29251414a19002346,2,32119,Howard Marion-Crawford,15,/aa4ybmdTFaOgDhtfzUbM1onE35k.jpg,"[947, 110479, 42193, 32568, 74286, 41597, 75363, 30972, 3483, 3485, 49183, 51136]",12,"[15000000, 0, 0, 0, 0, 0, 4668069, 0, 0, 0, 0, 0]"
13680,13680,43,Club Secretary,5713c5129251414a7100235e,2,13331,Jack Gwillim,16,/6NOuBVu9fSWObuONEfuCtWfViBJ.jpg,"[947, 11202, 874, 34774, 13509, 27405, 10323, 11463, 18780, 11533, 31675, 58902, 17591, 39044, 115972, 64735]",16,"[15000000, 12000000, 3900000, 0, 12000000, 0, 15000000, 12000000, 0, 1000000, 3750000, 0, 0, 0, 0, 0]"
13689,13689,55,Sheik in Arab Council (uncredited),57150be992514147660008c2,2,30769,James Hayter,27,/b3aczw5adgqvNv6uC4NHYWGDCGL.jpg,"[947, 17917, 244151, 11570, 26774, 30095, 21631, 98289, 134168, 100656, 27884, 25386, 228074, 3145, 39288, 61002]",16,"[15000000, 10000000, 0, 1850000, 140000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13698,13698,67,Turkish Sergeant (uncredited),57150fa2c3a3685378012a2f,2,53950,Fernando Sancho,38,/iKmZsdkQGlYXLEnrdVKkaF1cpmP.jpg,"[947, 72083, 126421, 74071, 63260, 56431, 83122, 170315, 46568, 227690, 143754, 95864, 14169, 28072, 158079, 112503, 116714, 8144, 141010, 90726, 194097]",21,"[15000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13703,13703,72,Reciter (uncredited),571510af9251410b1b000010,2,47396,Henry Oscar,43,/gXizk8UgTrPrZNj9vdTQbSQN39e.jpg,"[947, 44736, 10568, 23220, 758, 74545, 22969, 29705, 38267, 138699, 77649]",11,"[15000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13706,13706,76,Corporal Jenkins (uncredited),57151216c3a3682e650007bf,2,10596,Norman Rossington,47,/x0PIm3YWHGBimxmXMuvCuOn0LG2.jpg,"[947, 704, 37230, 42193, 45335, 21344, 62143, 25385, 3581, 46845, 259550, 18188, 39164]",13,"[15000000, 560000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7500000]"
13713,13713,5,Mr. Alexander,52fe4224c3a36847f80071e9,2,2264,Patrick Magee,1,/32ReETRLWtjg4eQO1SRhJsn8aSE.jpg,"[185, 9443, 3175, 25319, 25993, 29067, 44258, 35284, 42987, 25628, 39578, 3092, 14433, 28503, 38939, 31675, 47446, 22090, 66775, 30784, 167408, 161460, 42455, 64534, 235092, 67220, 91901, 121052, 26503, 46359, 49375, 50670]",32,"[2200000, 5500000, 11000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3500000, 30000, 0, 3750000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4000000, 0, 0, 0, 0, 14000000, 0]"
13714,13714,6,Mrs. Alexander,52fe4224c3a36847f80071ed,1,2265,Adrienne Corri,2,/fEO6V3zvvyWpviIvEdJ8jSLkTL1.jpg,"[185, 907, 24212, 30637, 1942, 45218, 11620, 47675, 28715, 205004, 40456, 252746, 26121, 95029, 61041, 29960]",16,"[2200000, 11000000, 0, 146000, 0, 0, 8250000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13729,13729,16,Tom Robinson,52fe4259c3a36847f8017755,2,2112,Brock Peters,1,/3yTNmSPH83fBpkU8fo7zrfErOJc.jpg,"[595, 174, 168, 12101, 20540, 51044, 14317, 29715, 66043, 11874, 1940, 6883, 76000, 42800, 100032, 231392, 38201, 40800, 84728, 264080]",20,"[2000000, 27000000, 24000000, 0, 500000, 750000, 35000000, 3800000, 0, 0, 7000000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13730,13730,94,Bob Ewell,58a7876c9251416c8c0004f7,2,8498,James Anderson,2,/fofHnyW8xzDYDxY94Yx0S358d0L.jpg,"[595, 11485, 11040, 43342, 43117, 50085, 61049, 16442, 60547, 149114, 48481, 28023, 43562, 153997, 140849, 47001]",16,"[2000000, 1500000, 15000000, 0, 0, 525000, 0, 1400000, 0, 0, 0, 0, 0, 0, 0, 0]"
13736,13736,14,Maudie Atkinson,52fe4259c3a36847f801774d,1,8492,Rosemary Murphy,9,/amsmXDiMRENI659HaXspK37zul3.jpg,"[595, 10207, 42149, 16405, 25473, 42222, 10462, 8272, 36419, 42476, 42714]",11,"[2000000, 80000000, 6500000, 0, 0, 0, 0, 0, 4500000, 0, 0]"
13737,13737,15,Mrs. Dubose,52fe4259c3a36847f8017751,1,8493,Ruth White,10,/fpz3aVtyHw3luNQxoRkYBlOOqIa.jpg,"[595, 3116, 4929, 8737, 42633, 95548, 29146, 27029, 42713, 5928, 35129, 88583]",12,"[2000000, 3600000, 1800000, 0, 0, 0, 950000, 3500000, 0, 0, 0, 0]"
13738,13738,18,Aunt Stephanie Crawford,52fe4259c3a36847f801775d,0,8495,Alice Ghostley,13,/jXaAaXmnO0ozyot4tNnsCBk0dYZ.jpg,"[595, 37247, 21882, 42407, 11508, 39225, 102841, 40955, 66485, 44459, 94105]",11,"[2000000, 3000000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13745,13745,47,Juror (uncredited),55f30346c3a3686d180002be,2,34165,Frank Ellis,25,/qYE3wuLA2NQxkuTh16tOhhd9Psi.jpg,"[595, 40685, 3088, 29353, 43804, 144465, 359010, 209367, 82970, 183832, 130098, 248001]",12,"[2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13749,13749,54,Townsman (uncredited),55f30558c3a3686d27000350,0,1041747,Ethan Laidlaw,34,/uMHfrpwbk6XBEeqsxY6jWnZjKKC.jpg,"[595, 42861, 40639, 11697, 14551, 14638, 43307, 43829, 43837, 17836, 80196, 174784, 83360, 43825, 75315, 65506, 164479, 266541, 172104]",19,"[2000000, 0, 0, 3200000, 0, 0, 0, 1600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13752,13752,58,Dr. Reynolds (uncredited),55f306a59251414a5d000390,2,98503,Hugh Sanders,40,/1Eu8wy1v5aUZXqUVayZSLu9Y6v5.jpg,"[595, 21594, 28696, 49508, 102144, 43188, 108844, 31559, 43562, 37183, 143092, 25550, 113823, 35009, 41468, 72471, 50926, 30034, 29467, 33754, 85346, 27443]",22,"[2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13756,13756,92,Reverend Sykes (uncredited),57a9ffffc3a368733b006d48,2,103107,Bill Walker,50,/yHmvPGkSWsvnTTLYRDljb2WXF5H.jpg,"[595, 17691, 23728, 48155, 53712, 21717, 40085, 14638, 10299, 85255, 43110, 28575, 75938, 45136, 212713, 241552, 105059, 29112, 38659, 61908]",20,"[2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13758,13758,33,Lance B. Johnson,52fe4210c3a36847f800136b,2,8350,Sam Bottoms,4,/h3arYTuOmUxTgKEsimVXtkyriAu.jpg,"[28, 25188, 10747, 21866, 28368, 39349, 4539, 2610, 14695, 14256, 13075, 29799, 96337, 28859, 56429, 162934]",16,"[31500000, 1300000, 3700000, 0, 0, 0, 0, 10284523, 9000000, 3500000, 2000000, 0, 0, 0, 0, 0]"
13772,13772,87,Director of TV Crew (uncredited),57accf25c3a368646c002279,2,1776,Francis Ford Coppola,32,/vEGwqahu7UlI6OwELy92xbXk9Kd.jpg,"[28, 29047, 38868, 4539, 55676, 45485, 75311, 82866, 193645, 173467, 319076, 367966, 449758]",13,"[31500000, 40000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13774,13774,10,Jill McBain,52fe4239c3a36847f800d785,1,4959,Claudia Cardinale,1,/trBLcdRy1jr6DJ46aV28UrG2ObW.jpg,"[335, 422, 9343, 8672, 24382, 42124, 26866, 936, 1040, 8422, 22383, 46828, 92432, 56142, 151232, 3052, 28981, 69746, 115821, 110823, 8063, 169066, 185546, 260893, 150658, 114155, 121493, 26296, 121513, 196421, 284013, 62036, 221717, 61799, 81775, 150191, 167583, 58658, 76157, 159474, 49697, 4228, 71630, 164777, 63186, 298583, 42782, 259171, 151227]",49,"[5000000, 0, 7362000, 0, 0, 0, 0, 0, 0, 0, 0, 25000000, 0, 0, 0, 0, 0, 0, 0, 0, 10000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13775,13775,12,Harmonica,52fe4239c3a36847f800d78d,2,4960,Charles Bronson,3,/hxZR2w0LXX47VKtxibDyZDsTAkH.jpg,"[335, 5925, 48686, 1654, 77915, 13939, 14373, 24873, 26263, 34746, 8043, 43329, 966, 17691, 53426, 31671, 19403, 26444, 18587, 59201, 26172, 26173, 33055, 18573, 65012, 33575, 25598, 33357, 22094, 43119, 31672, 6476, 13524, 43260, 12766, 26119, 42358, 4857, 37626, 48564, 22090, 19618, 25728, 44140, 84903, 35001, 161460, 16130, 77925, 47914, 72693, 18684, 67659, 96089, 154093, 36634, 73984, 38082, 8490, 11767, 4462, 4820, 11842]",63,"[5000000, 4000000, 0, 5400000, 0, 3000000, 2000000, 9000000, 0, 5000000, 0, 0, 2000000, 0, 0, 1000000, 0, 0, 4520000, 0, 0, 0, 0, 658000, 0, 0, 7000000, 0, 2700000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8500000, 0, 0, 0, 0]"
13776,13776,13,Morton (railroad baron),52fe4239c3a36847f800d791,2,4961,Gabriele Ferzetti,4,/vQxVIzRZPAi37hZzpqqhd0fi5bh.jpg,"[335, 199512, 26648, 668, 58084, 2525, 5165, 41110, 46979, 72494, 45138, 109979, 60859, 78358, 47536, 260848, 260999, 127092, 198772, 230606, 45873, 71776, 68823, 27703, 220565, 83788, 257006, 396269, 80441, 81672]",30,"[5000000, 0, 0, 6500000, 0, 18000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13777,13777,14,Sam,52fe4239c3a36847f800d795,2,4962,Paolo Stoppa,5,/clvCKNVh6NIMsTCFcgRWSCHuGwd.jpg,"[335, 19137, 1040, 15421, 166607, 151138, 8422, 43379, 11578, 56122, 142979, 56379, 121516, 32480, 78812, 121464, 65656, 50196]",18,"[5000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13778,13778,16,Snaky (member of Frank's gang),52fe4239c3a36847f800d79d,2,4965,Jack Elam,7,/nsPOk2xOj33fpsBj60mcxGcjyBW.jpg,"[335, 288, 22328, 28736, 18264, 11286, 11950, 18030, 248, 17691, 121703, 163907, 11504, 22201, 26593, 25381, 38800, 18721, 30462, 11577, 11574, 48408, 18287, 79008, 43260, 12766, 21296, 4934, 29967, 28894, 43317, 46757, 31283, 114975, 260064, 41604, 43753, 47956, 25441, 42703, 153228, 38611, 105059, 46193, 35926, 22390, 36516, 43380, 54050, 89763]",50,"[5000000, 730000, 0, 0, 0, 18000000, 0, 0, 2900000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4638783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13779,13779,18,Brett McBain,52fe4239c3a36847f800d7a5,0,4968,Frank Wolff,9,/7wwprA5B8yWWwQyXVA2SopAdYvx.jpg,"[335, 9028, 27545, 27523, 47249, 48564, 40022, 40954, 41608, 105078, 70422, 64650, 77029, 3405, 88947, 198661, 129577, 130322, 105085, 64961, 29066]",21,"[5000000, 0, 50000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70000]"
13780,13780,19,Barman,52fe4239c3a36847f800d7a9,2,4969,Lionel Stander,10,/gDbj1eKxhXraVY36m1q4ypAdegJ.jpg,"[335, 22692, 22178, 1857, 43510, 32037, 11519, 23001, 24807, 33115, 16303, 12637, 26038, 4772, 28131, 32008, 40022, 179066, 126083, 109235, 188468, 41349, 12758, 58702, 53527, 237925, 28712, 178337, 22376, 103612, 54570, 326755, 30552, 84844, 145244, 205557, 12529, 35826, 188996]",39,"[5000000, 0, 0, 6000000, 0, 0, 35000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
